file_name,emotion,fold
angry_1166,angry,2
angry_1167,angry,4
angry_1168,angry,2
angry_1169,angry,3
angry_117,angry,1
angry_1170,angry,4
angry_1171,angry,4
angry_1172,angry,2
angry_1173,angry,2
angry_1174,angry,2
angry_1175,angry,2
angry_1176,angry,4
angry_1177,angry,4
angry_1178,angry,5
angry_1179,angry,4
angry_118,angry,3
angry_1180,angry,3
angry_1181,angry,1
angry_1182,angry,2
angry_1183,angry,1
angry_1184,angry,2
angry_1185,angry,4
angry_1186,angry,4
angry_1187,angry,1
angry_1188,angry,4
angry_1189,angry,2
angry_119,angry,3
angry_1190,angry,4
angry_1191,angry,3
angry_1192,angry,5
angry_1193,angry,1
angry_1194,angry,1
angry_1195,angry,3
angry_1196,angry,3
angry_1197,angry,3
angry_1198,angry,4
angry_1199,angry,2
angry_120,angry,4
angry_1200,angry,3
angry_1201,angry,2
angry_1202,angry,1
angry_1203,angry,3
angry_1204,angry,4
angry_1205,angry,1
angry_1206,angry,4
angry_1207,angry,2
angry_1208,angry,4
angry_1209,angry,3
angry_121,angry,5
angry_1210,angry,3
angry_1211,angry,1
angry_1212,angry,2
angry_1213,angry,2
angry_1214,angry,3
angry_1215,angry,4
angry_1216,angry,2
angry_1217,angry,3
angry_1218,angry,4
angry_1219,angry,2
angry_122,angry,2
angry_1220,angry,1
angry_1221,angry,5
angry_1222,angry,2
angry_1223,angry,2
angry_1224,angry,1
angry_1225,angry,4
angry_1226,angry,4
angry_1227,angry,1
angry_1228,angry,4
angry_1229,angry,5
angry_123,angry,3
angry_1230,angry,1
angry_1231,angry,5
angry_1232,angry,1
angry_1233,angry,3
angry_1234,angry,1
angry_1235,angry,3
angry_1236,angry,3
angry_1237,angry,5
angry_1238,angry,2
angry_1239,angry,3
angry_124,angry,3
angry_1240,angry,5
angry_1241,angry,5
angry_1242,angry,5
angry_1243,angry,1
angry_1244,angry,1
angry_1245,angry,1
angry_1246,angry,4
angry_1247,angry,2
angry_1248,angry,3
angry_1249,angry,4
angry_125,angry,5
angry_1250,angry,4
angry_1251,angry,1
angry_1252,angry,5
angry_1253,angry,5
angry_1254,angry,2
angry_1255,angry,1
angry_1256,angry,3
angry_1257,angry,3
angry_1258,angry,3
angry_1259,angry,4
angry_126,angry,2
angry_1260,angry,1
angry_1261,angry,3
angry_1262,angry,3
angry_1263,angry,1
angry_1264,angry,1
angry_1265,angry,5
angry_1266,angry,4
angry_1267,angry,2
angry_1268,angry,1
angry_1269,angry,5
angry_127,angry,3
angry_1270,angry,2
angry_1271,angry,1
angry_1272,angry,4
angry_1273,angry,5
angry_1274,angry,1
angry_1275,angry,4
angry_1276,angry,1
angry_1277,angry,4
angry_1278,angry,1
angry_1279,angry,3
angry_128,angry,1
angry_1280,angry,4
angry_1281,angry,5
angry_1282,angry,1
angry_1283,angry,2
angry_1284,angry,2
angry_1285,angry,3
angry_1286,angry,1
angry_1287,angry,5
angry_1288,angry,5
angry_1289,angry,4
angry_129,angry,4
angry_1290,angry,2
angry_1291,angry,3
angry_1292,angry,3
angry_1293,angry,5
angry_1294,angry,5
angry_1295,angry,1
angry_1296,angry,3
angry_1297,angry,2
angry_1298,angry,2
angry_1299,angry,3
angry_130,angry,1
angry_1300,angry,1
angry_1301,angry,2
angry_1302,angry,3
angry_1303,angry,2
angry_1304,angry,1
angry_1305,angry,1
angry_1306,angry,5
angry_1307,angry,4
angry_1308,angry,4
angry_1309,angry,5
angry_131,angry,2
angry_1310,angry,2
angry_1311,angry,5
angry_1312,angry,5
angry_1313,angry,1
angry_1314,angry,1
angry_1315,angry,3
angry_1316,angry,3
angry_1317,angry,2
angry_1318,angry,1
angry_1319,angry,2
angry_132,angry,2
angry_1320,angry,2
angry_1321,angry,3
angry_1322,angry,1
angry_1323,angry,2
angry_1324,angry,4
angry_1325,angry,3
angry_1326,angry,3
angry_1327,angry,5
angry_1328,angry,1
angry_1329,angry,5
angry_133,angry,2
angry_1330,angry,2
angry_1331,angry,4
angry_1332,angry,4
angry_1333,angry,5
angry_1334,angry,4
angry_1335,angry,2
angry_1336,angry,5
angry_1337,angry,3
angry_1338,angry,1
angry_1339,angry,4
angry_134,angry,3
angry_1340,angry,3
angry_1341,angry,4
angry_1342,angry,5
angry_1343,angry,5
angry_1344,angry,3
angry_1345,angry,3
angry_1346,angry,3
angry_1347,angry,5
angry_1348,angry,2
angry_1349,angry,5
angry_135,angry,2
angry_1350,angry,4
angry_1351,angry,1
angry_1352,angry,3
angry_1353,angry,5
angry_1354,angry,1
angry_1355,angry,4
angry_1356,angry,3
angry_1357,angry,5
angry_1358,angry,1
angry_1359,angry,3
angry_136,angry,1
angry_1360,angry,5
angry_1361,angry,2
angry_1362,angry,5
angry_1363,angry,5
angry_1364,angry,5
angry_1365,angry,4
angry_1366,angry,1
angry_1367,angry,1
angry_1368,angry,3
angry_1369,angry,4
angry_137,angry,1
angry_1370,angry,4
angry_1371,angry,2
angry_1372,angry,5
angry_1373,angry,1
angry_1374,angry,5
angry_1375,angry,3
angry_1376,angry,2
angry_1377,angry,5
angry_1378,angry,5
angry_1379,angry,5
angry_138,angry,3
angry_1380,angry,2
angry_1381,angry,3
angry_1382,angry,3
angry_1383,angry,1
angry_1384,angry,3
angry_1385,angry,2
angry_1386,angry,1
angry_1387,angry,2
angry_1388,angry,5
angry_1389,angry,2
angry_139,angry,1
angry_1390,angry,3
angry_1391,angry,1
angry_1392,angry,4
angry_1393,angry,1
angry_1394,angry,5
angry_1395,angry,2
angry_1396,angry,4
angry_1397,angry,2
angry_1398,angry,3
angry_1399,angry,1
angry_140,angry,5
angry_1400,angry,5
angry_1401,angry,3
angry_1402,angry,1
angry_1403,angry,3
angry_1404,angry,1
angry_1405,angry,2
angry_1406,angry,1
angry_1407,angry,4
angry_1408,angry,2
angry_1409,angry,1
angry_141,angry,1
angry_1410,angry,3
angry_1411,angry,5
angry_1412,angry,5
angry_1413,angry,2
angry_1414,angry,2
angry_1415,angry,5
angry_1416,angry,3
angry_1417,angry,1
angry_1418,angry,5
angry_1419,angry,2
angry_142,angry,5
angry_1420,angry,1
angry_1421,angry,3
angry_1422,angry,4
angry_1423,angry,2
angry_1424,angry,5
angry_1425,angry,3
angry_1426,angry,4
angry_1427,angry,4
angry_1428,angry,4
angry_1429,angry,1
angry_143,angry,4
angry_1430,angry,5
angry_1431,angry,1
angry_1432,angry,4
angry_1433,angry,2
angry_1434,angry,5
angry_1435,angry,2
angry_1436,angry,1
angry_1437,angry,3
angry_1438,angry,5
angry_1439,angry,4
angry_144,angry,3
angry_1440,angry,5
angry_1441,angry,5
angry_1442,angry,3
angry_1443,angry,2
angry_1444,angry,3
angry_1445,angry,1
angry_1446,angry,1
angry_1447,angry,2
angry_1448,angry,5
angry_1449,angry,3
angry_145,angry,5
angry_1450,angry,3
angry_1451,angry,1
angry_1452,angry,1
angry_1453,angry,4
angry_1454,angry,5
angry_1455,angry,3
angry_1456,angry,1
angry_1457,angry,1
angry_1458,angry,4
angry_1459,angry,5
angry_146,angry,2
angry_1460,angry,1
angry_1461,angry,1
angry_1462,angry,5
angry_1463,angry,5
angry_1464,angry,2
angry_1465,angry,3
angry_1466,angry,1
angry_1467,angry,3
angry_1468,angry,5
angry_1469,angry,5
angry_147,angry,2
angry_1470,angry,4
angry_1471,angry,5
angry_1472,angry,5
angry_1473,angry,1
angry_1474,angry,2
angry_1475,angry,4
angry_1476,angry,5
angry_1477,angry,2
angry_1478,angry,5
angry_1479,angry,5
angry_148,angry,4
angry_1480,angry,1
angry_1481,angry,4
angry_1482,angry,1
angry_1483,angry,5
angry_1484,angry,2
angry_1485,angry,4
angry_1486,angry,3
angry_1487,angry,4
angry_1488,angry,5
angry_1489,angry,1
angry_149,angry,3
angry_1490,angry,2
angry_1491,angry,5
angry_1492,angry,3
angry_1493,angry,2
angry_1494,angry,3
angry_1495,angry,1
angry_1496,angry,4
angry_1497,angry,1
angry_1498,angry,1
angry_1499,angry,2
angry_150,angry,3
angry_1500,angry,4
angry_1501,angry,1
angry_1502,angry,4
angry_1503,angry,5
angry_1504,angry,1
angry_1505,angry,4
angry_1506,angry,2
angry_1507,angry,5
angry_1508,angry,2
angry_1509,angry,4
angry_151,angry,3
angry_1510,angry,1
angry_1511,angry,2
angry_1512,angry,3
angry_1513,angry,2
angry_1514,angry,1
angry_1515,angry,4
angry_1516,angry,4
angry_1517,angry,5
angry_1518,angry,2
angry_1519,angry,1
angry_152,angry,4
angry_1520,angry,4
angry_1521,angry,2
angry_1522,angry,4
angry_1523,angry,1
angry_1524,angry,4
angry_1525,angry,3
angry_1526,angry,3
angry_1527,angry,2
angry_1528,angry,3
angry_1529,angry,2
angry_153,angry,5
angry_1530,angry,3
angry_1531,angry,1
angry_1532,angry,5
angry_1533,angry,4
angry_1534,angry,3
angry_1535,angry,1
angry_1536,angry,2
angry_1537,angry,5
angry_1538,angry,1
angry_1539,angry,2
angry_154,angry,3
angry_1540,angry,5
angry_1541,angry,2
angry_1542,angry,4
angry_1543,angry,3
angry_1544,angry,3
angry_1545,angry,2
angry_1546,angry,5
angry_1547,angry,1
angry_1548,angry,4
angry_1549,angry,2
angry_155,angry,3
angry_1550,angry,5
angry_1551,angry,4
angry_1552,angry,2
angry_1553,angry,4
angry_1554,angry,3
angry_1555,angry,3
angry_1556,angry,5
angry_1557,angry,2
angry_1558,angry,4
angry_1559,angry,5
angry_156,angry,1
angry_1560,angry,4
angry_1561,angry,4
angry_1562,angry,4
angry_1563,angry,4
angry_1564,angry,5
angry_1565,angry,1
angry_1566,angry,1
angry_1567,angry,4
angry_1568,angry,1
angry_1569,angry,3
angry_157,angry,5
angry_1570,angry,5
angry_1571,angry,5
angry_1572,angry,5
angry_1573,angry,4
angry_1574,angry,2
angry_1575,angry,3
angry_1576,angry,1
angry_1577,angry,1
angry_1578,angry,2
angry_1579,angry,4
angry_158,angry,3
angry_1580,angry,5
angry_1581,angry,1
angry_1582,angry,1
angry_1583,angry,2
angry_1584,angry,4
angry_1585,angry,2
angry_1586,angry,5
angry_1587,angry,4
angry_1588,angry,3
angry_1589,angry,4
angry_159,angry,3
angry_1590,angry,2
angry_1591,angry,4
angry_1592,angry,4
angry_1593,angry,3
angry_1594,angry,3
angry_1595,angry,5
angry_1596,angry,3
angry_1597,angry,1
angry_1598,angry,3
angry_1599,angry,3
angry_160,angry,2
angry_1600,angry,1
angry_1601,angry,3
angry_1602,angry,1
angry_1603,angry,4
angry_1604,angry,5
angry_1605,angry,4
angry_1606,angry,2
angry_1607,angry,4
angry_1608,angry,1
angry_1609,angry,3
angry_161,angry,4
angry_1610,angry,5
angry_1611,angry,4
angry_1612,angry,5
angry_1613,angry,3
angry_1614,angry,1
angry_1615,angry,2
angry_1616,angry,5
angry_1617,angry,5
angry_1618,angry,1
angry_1619,angry,5
angry_162,angry,1
angry_1620,angry,3
angry_1621,angry,2
angry_1622,angry,1
angry_1623,angry,4
angry_1624,angry,1
angry_1625,angry,1
angry_1626,angry,1
angry_1627,angry,1
angry_1628,angry,4
angry_1629,angry,1
angry_163,angry,3
angry_1630,angry,4
angry_1631,angry,2
angry_1632,angry,3
angry_1633,angry,4
angry_1634,angry,3
angry_1635,angry,1
angry_1636,angry,3
angry_1637,angry,2
angry_1638,angry,3
angry_1639,angry,4
angry_164,angry,5
angry_1640,angry,2
angry_1641,angry,3
angry_1642,angry,2
angry_1643,angry,5
angry_1644,angry,4
angry_1645,angry,4
angry_1646,angry,1
angry_1647,angry,2
angry_1648,angry,1
angry_1649,angry,3
angry_165,angry,2
angry_1650,angry,3
angry_1651,angry,2
angry_1652,angry,2
angry_1653,angry,1
angry_1654,angry,2
angry_1655,angry,4
angry_1656,angry,4
angry_1657,angry,5
angry_1658,angry,5
angry_1659,angry,3
angry_166,angry,2
angry_1660,angry,5
angry_1661,angry,1
angry_1662,angry,4
angry_1663,angry,2
angry_1664,angry,4
angry_1665,angry,5
angry_1666,angry,1
angry_1667,angry,1
angry_1668,angry,5
angry_1669,angry,5
angry_167,angry,1
angry_1670,angry,2
angry_1671,angry,1
angry_1672,angry,4
angry_1673,angry,4
angry_1674,angry,1
angry_1675,angry,1
angry_1676,angry,4
angry_1677,angry,1
angry_1678,angry,5
angry_1679,angry,3
angry_168,angry,1
angry_1680,angry,5
angry_1681,angry,3
angry_1682,angry,2
angry_1683,angry,5
angry_1684,angry,4
angry_1685,angry,5
angry_1686,angry,4
angry_1687,angry,1
angry_1688,angry,3
angry_1689,angry,1
angry_169,angry,2
angry_1690,angry,1
angry_1691,angry,4
angry_1692,angry,2
angry_1693,angry,1
angry_1694,angry,4
angry_1695,angry,2
angry_1696,angry,3
angry_1697,angry,3
angry_1698,angry,4
angry_1699,angry,1
angry_170,angry,2
angry_1700,angry,2
angry_1701,angry,4
angry_1702,angry,2
angry_1703,angry,2
angry_1704,angry,1
angry_1705,angry,2
angry_1706,angry,5
angry_1707,angry,2
angry_1708,angry,1
angry_1709,angry,2
angry_171,angry,2
angry_1710,angry,1
angry_1711,angry,1
angry_1712,angry,2
angry_1713,angry,2
angry_1714,angry,2
angry_1715,angry,5
angry_1716,angry,2
angry_1717,angry,2
angry_1718,angry,1
angry_1719,angry,3
angry_172,angry,2
angry_1720,angry,2
angry_1721,angry,3
angry_1722,angry,1
angry_1723,angry,1
angry_1724,angry,4
angry_1725,angry,5
angry_1726,angry,5
angry_1727,angry,5
angry_1728,angry,3
angry_1729,angry,4
angry_173,angry,4
angry_1730,angry,1
angry_1731,angry,3
angry_1732,angry,1
angry_1733,angry,5
angry_1734,angry,1
angry_1735,angry,3
angry_1736,angry,5
angry_1737,angry,2
angry_1738,angry,5
angry_1739,angry,4
angry_174,angry,1
angry_1740,angry,5
angry_1741,angry,3
angry_1742,angry,3
angry_1743,angry,2
angry_1744,angry,3
angry_1745,angry,5
angry_1746,angry,4
angry_1747,angry,2
angry_1748,angry,1
angry_1749,angry,4
angry_175,angry,3
angry_1750,angry,5
angry_1751,angry,5
angry_1752,angry,4
angry_1753,angry,3
angry_1754,angry,3
angry_1755,angry,1
angry_1756,angry,3
angry_1757,angry,5
angry_1758,angry,5
angry_1759,angry,1
angry_176,angry,2
angry_1760,angry,1
angry_1761,angry,5
angry_1762,angry,5
angry_1763,angry,1
angry_1764,angry,2
angry_1765,angry,3
angry_1766,angry,3
angry_1767,angry,5
angry_1768,angry,1
angry_1769,angry,1
angry_177,angry,5
angry_1770,angry,3
angry_1771,angry,2
angry_1772,angry,4
angry_1773,angry,2
angry_1774,angry,5
angry_1775,angry,4
angry_1776,angry,1
angry_1777,angry,1
angry_1778,angry,5
angry_1779,angry,4
angry_178,angry,5
angry_1780,angry,3
angry_1781,angry,4
angry_1782,angry,3
angry_1783,angry,3
angry_1784,angry,4
angry_1785,angry,2
angry_1786,angry,3
angry_1787,angry,1
angry_1788,angry,4
angry_1789,angry,3
angry_179,angry,5
angry_1790,angry,1
angry_1791,angry,5
angry_1792,angry,2
angry_1793,angry,3
angry_1794,angry,1
angry_1795,angry,5
angry_1796,angry,1
angry_1797,angry,3
angry_1798,angry,2
angry_1799,angry,1
angry_180,angry,4
angry_1800,angry,4
angry_1801,angry,3
angry_1802,angry,2
angry_1803,angry,4
angry_1804,angry,3
angry_1805,angry,5
angry_1806,angry,4
angry_1807,angry,2
angry_1808,angry,4
angry_1809,angry,2
angry_181,angry,1
angry_1810,angry,4
angry_1811,angry,5
angry_1812,angry,1
angry_1813,angry,5
angry_1814,angry,5
angry_1815,angry,4
angry_1816,angry,5
angry_1817,angry,4
angry_1818,angry,1
angry_1819,angry,5
angry_182,angry,4
angry_1820,angry,2
angry_1821,angry,1
angry_1822,angry,3
angry_1823,angry,2
angry_1824,angry,2
angry_1825,angry,5
angry_1826,angry,1
angry_1827,angry,4
angry_1828,angry,3
angry_1829,angry,2
angry_183,angry,5
angry_1830,angry,4
angry_1831,angry,1
angry_1832,angry,3
angry_1833,angry,4
angry_1834,angry,1
angry_1835,angry,1
angry_1836,angry,2
angry_1837,angry,1
angry_1838,angry,2
angry_1839,angry,3
angry_184,angry,5
angry_1840,angry,3
angry_1841,angry,4
angry_1842,angry,4
angry_1843,angry,3
angry_1844,angry,5
angry_1845,angry,5
angry_1846,angry,3
angry_1847,angry,2
angry_1848,angry,3
angry_1849,angry,4
angry_185,angry,5
angry_1850,angry,2
angry_1851,angry,1
angry_1852,angry,1
angry_1853,angry,5
angry_1854,angry,3
angry_1855,angry,5
angry_1856,angry,4
angry_1857,angry,5
angry_1858,angry,1
angry_1859,angry,3
angry_186,angry,4
angry_1860,angry,3
angry_1861,angry,3
angry_1862,angry,5
angry_1863,angry,5
angry_1864,angry,5
angry_1865,angry,1
angry_1866,angry,2
angry_1867,angry,3
angry_1868,angry,1
angry_1869,angry,2
angry_187,angry,5
angry_1870,angry,3
angry_1871,angry,1
angry_1872,angry,4
angry_1873,angry,1
angry_1874,angry,5
angry_1875,angry,3
angry_1876,angry,5
angry_1877,angry,2
angry_1878,angry,3
angry_1879,angry,2
angry_188,angry,4
angry_1880,angry,2
angry_1881,angry,2
angry_1882,angry,1
angry_1883,angry,3
angry_1884,angry,4
angry_1885,angry,1
angry_1886,angry,2
angry_1887,angry,4
angry_1888,angry,5
angry_1889,angry,3
angry_189,angry,5
angry_1890,angry,3
angry_1891,angry,3
angry_1892,angry,1
angry_1893,angry,4
angry_1894,angry,1
angry_1895,angry,2
angry_1896,angry,3
angry_1897,angry,4
angry_1898,angry,3
angry_1899,angry,5
angry_190,angry,5
angry_1900,angry,2
angry_1901,angry,5
angry_1902,angry,5
angry_1903,angry,3
angry_1904,angry,4
angry_1905,angry,3
angry_1906,angry,3
angry_1907,angry,3
angry_1908,angry,5
angry_1909,angry,5
angry_191,angry,2
angry_1910,angry,3
angry_1911,angry,1
angry_1912,angry,2
angry_1913,angry,2
angry_1914,angry,2
angry_1915,angry,1
angry_1916,angry,1
angry_1917,angry,5
angry_1918,angry,4
angry_1919,angry,5
angry_192,angry,1
angry_1920,angry,2
angry_1921,angry,5
angry_1922,angry,1
angry_1923,angry,3
angry_1924,angry,2
angry_1925,angry,1
angry_1926,angry,1
angry_1927,angry,1
angry_1928,angry,2
angry_1929,angry,4
angry_193,angry,1
angry_1930,angry,4
angry_1931,angry,1
angry_1932,angry,4
angry_1933,angry,3
angry_1934,angry,5
angry_1935,angry,3
angry_1936,angry,3
angry_1937,angry,1
angry_1938,angry,1
angry_1939,angry,4
angry_194,angry,4
angry_1940,angry,1
angry_1941,angry,2
angry_1942,angry,3
angry_1943,angry,5
angry_1944,angry,1
angry_1945,angry,2
angry_1946,angry,5
angry_1947,angry,2
angry_1948,angry,5
angry_1949,angry,5
angry_195,angry,1
angry_1950,angry,3
angry_1951,angry,1
angry_1952,angry,2
angry_1953,angry,3
angry_1954,angry,3
angry_1955,angry,3
angry_1956,angry,3
angry_1957,angry,1
angry_1958,angry,2
angry_1959,angry,5
angry_196,angry,2
angry_1960,angry,4
angry_1961,angry,2
angry_1962,angry,2
angry_1963,angry,1
angry_1964,angry,3
angry_1965,angry,2
angry_1966,angry,2
angry_1967,angry,4
angry_1968,angry,2
angry_1969,angry,4
angry_197,angry,1
angry_1970,angry,2
angry_1971,angry,1
angry_1972,angry,4
angry_1973,angry,4
angry_1974,angry,3
angry_1975,angry,4
angry_1976,angry,4
angry_1977,angry,2
angry_1978,angry,3
angry_1979,angry,5
angry_198,angry,3
angry_1980,angry,5
angry_1981,angry,3
angry_1982,angry,1
angry_1983,angry,4
angry_1984,angry,5
angry_1985,angry,4
angry_1986,angry,3
angry_1987,angry,3
angry_1988,angry,1
angry_1989,angry,5
angry_199,angry,5
angry_1990,angry,3
angry_1991,angry,3
angry_1992,angry,5
angry_1993,angry,2
angry_1994,angry,3
angry_1995,angry,1
angry_1996,angry,4
angry_1997,angry,2
angry_1998,angry,1
angry_1999,angry,4
angry_200,angry,1
angry_2000,angry,5
angry_2001,angry,5
angry_2002,angry,3
angry_2003,angry,3
angry_2004,angry,3
angry_2005,angry,4
angry_2006,angry,3
angry_2007,angry,4
angry_2008,angry,2
angry_2009,angry,1
angry_201,angry,5
angry_2010,angry,5
angry_2011,angry,1
angry_2012,angry,4
angry_2013,angry,3
angry_2014,angry,3
angry_2015,angry,5
angry_2016,angry,5
angry_2017,angry,1
angry_2018,angry,2
angry_2019,angry,3
angry_202,angry,4
angry_2020,angry,4
angry_2021,angry,5
angry_2022,angry,2
angry_2023,angry,2
angry_2024,angry,5
angry_2025,angry,3
angry_2026,angry,4
angry_2027,angry,5
angry_2028,angry,1
angry_2029,angry,5
angry_203,angry,4
angry_2030,angry,2
angry_2031,angry,2
angry_2032,angry,4
angry_2033,angry,3
angry_2034,angry,4
angry_2035,angry,2
angry_2036,angry,5
angry_2037,angry,2
angry_2038,angry,2
angry_2039,angry,1
angry_204,angry,4
angry_2040,angry,4
angry_2041,angry,4
angry_2042,angry,1
angry_2043,angry,2
angry_2044,angry,5
angry_2045,angry,1
angry_2046,angry,3
angry_2047,angry,5
angry_2048,angry,2
angry_2049,angry,3
angry_205,angry,3
angry_2050,angry,4
angry_2051,angry,5
angry_2052,angry,4
angry_2053,angry,1
angry_2054,angry,4
angry_2055,angry,4
angry_2056,angry,4
angry_2057,angry,3
angry_2058,angry,3
angry_2059,angry,2
angry_206,angry,3
angry_2060,angry,1
angry_2061,angry,1
angry_2062,angry,3
angry_2063,angry,4
angry_2064,angry,1
angry_2065,angry,3
angry_2066,angry,4
angry_2067,angry,1
angry_2068,angry,2
angry_2069,angry,2
angry_207,angry,4
angry_2070,angry,3
angry_2071,angry,3
angry_2072,angry,2
angry_2073,angry,4
angry_2074,angry,5
angry_2075,angry,1
angry_2076,angry,2
angry_2077,angry,3
angry_2078,angry,5
angry_2079,angry,2
angry_208,angry,5
