file_name,emotion,fold
angry_1665,angry,1
angry_1666,angry,3
angry_1667,angry,2
angry_1668,angry,4
angry_1669,angry,5
angry_167,angry,1
angry_1670,angry,1
angry_1671,angry,5
angry_1672,angry,5
angry_1673,angry,1
angry_1674,angry,2
angry_1675,angry,1
angry_1676,angry,3
angry_1677,angry,4
angry_1678,angry,1
angry_1679,angry,1
angry_168,angry,3
angry_1680,angry,1
angry_1681,angry,3
angry_1682,angry,3
angry_1683,angry,1
angry_1684,angry,4
angry_1685,angry,3
angry_1686,angry,2
angry_1687,angry,4
angry_1688,angry,4
angry_1689,angry,5
angry_169,angry,4
angry_1690,angry,1
angry_1691,angry,3
angry_1692,angry,1
angry_1693,angry,2
angry_1694,angry,1
angry_1695,angry,5
angry_1696,angry,2
angry_1697,angry,1
angry_1698,angry,3
angry_1699,angry,2
angry_170,angry,3
angry_1700,angry,3
angry_1701,angry,5
angry_1702,angry,1
angry_1703,angry,2
angry_1704,angry,2
angry_1705,angry,3
angry_1706,angry,2
angry_1707,angry,2
angry_1708,angry,1
angry_1709,angry,2
angry_171,angry,5
angry_1710,angry,5
angry_1711,angry,1
angry_1712,angry,2
angry_1713,angry,5
angry_1714,angry,1
angry_1715,angry,1
angry_1716,angry,2
angry_1717,angry,2
angry_1718,angry,2
angry_1719,angry,5
angry_172,angry,2
angry_1720,angry,2
angry_1721,angry,1
angry_1722,angry,3
angry_1723,angry,2
angry_1724,angry,2
angry_1725,angry,4
angry_1726,angry,1
angry_1727,angry,1
angry_1728,angry,4
angry_1729,angry,5
angry_173,angry,5
angry_1730,angry,5
angry_1731,angry,4
angry_1732,angry,5
angry_1733,angry,4
angry_1734,angry,1
angry_1735,angry,3
angry_1736,angry,1
angry_1737,angry,3
angry_1738,angry,1
angry_1739,angry,3
angry_174,angry,3
angry_1740,angry,2
angry_1741,angry,3
angry_1742,angry,4
angry_1743,angry,1
angry_1744,angry,3
angry_1745,angry,5
angry_1746,angry,5
angry_1747,angry,2
angry_1748,angry,3
angry_1749,angry,5
angry_175,angry,4
angry_1750,angry,2
angry_1751,angry,1
angry_1752,angry,5
angry_1753,angry,3
angry_1754,angry,5
angry_1755,angry,5
angry_1756,angry,4
angry_1757,angry,5
angry_1758,angry,4
angry_1759,angry,1
angry_176,angry,3
angry_1760,angry,5
angry_1761,angry,5
angry_1762,angry,1
angry_1763,angry,2
angry_1764,angry,1
angry_1765,angry,5
angry_1766,angry,3
angry_1767,angry,1
angry_1768,angry,2
angry_1769,angry,5
angry_177,angry,4
angry_1770,angry,5
angry_1771,angry,1
angry_1772,angry,3
angry_1773,angry,1
angry_1774,angry,3
angry_1775,angry,3
angry_1776,angry,2
angry_1777,angry,3
angry_1778,angry,2
angry_1779,angry,5
angry_178,angry,4
angry_1780,angry,1
angry_1781,angry,1
angry_1782,angry,5
angry_1783,angry,4
angry_1784,angry,5
angry_1785,angry,3
angry_1786,angry,4
angry_1787,angry,3
angry_1788,angry,3
angry_1789,angry,4
angry_179,angry,2
angry_1790,angry,2
angry_1791,angry,1
angry_1792,angry,3
angry_1793,angry,3
angry_1794,angry,5
angry_1795,angry,1
angry_1796,angry,5
angry_1797,angry,2
angry_1798,angry,3
angry_1799,angry,1
angry_180,angry,3
angry_1800,angry,1
angry_1801,angry,4
angry_1802,angry,2
angry_1803,angry,1
angry_1804,angry,3
angry_1805,angry,4
angry_1806,angry,3
angry_1807,angry,2
angry_1808,angry,5
angry_1809,angry,3
angry_181,angry,5
angry_1810,angry,4
angry_1811,angry,2
angry_1812,angry,5
angry_1813,angry,2
angry_1814,angry,1
angry_1815,angry,3
angry_1816,angry,3
angry_1817,angry,1
angry_1818,angry,4
angry_1819,angry,5
angry_182,angry,4
angry_1820,angry,4
angry_1821,angry,4
angry_1822,angry,1
angry_1823,angry,5
angry_1824,angry,4
angry_1825,angry,2
angry_1826,angry,1
angry_1827,angry,3
angry_1828,angry,2
angry_1829,angry,2
angry_183,angry,5
angry_1830,angry,1
angry_1831,angry,3
angry_1832,angry,3
angry_1833,angry,2
angry_1834,angry,5
angry_1835,angry,3
angry_1836,angry,1
angry_1837,angry,3
angry_1838,angry,4
angry_1839,angry,1
angry_184,angry,1
angry_1840,angry,2
angry_1841,angry,3
angry_1842,angry,5
angry_1843,angry,4
angry_1844,angry,4
angry_1845,angry,4
angry_1846,angry,3
angry_1847,angry,4
angry_1848,angry,5
angry_1849,angry,3
angry_185,angry,2
angry_1850,angry,3
angry_1851,angry,3
angry_1852,angry,5
angry_1853,angry,2
angry_1854,angry,1
angry_1855,angry,1
angry_1856,angry,5
angry_1857,angry,3
angry_1858,angry,3
angry_1859,angry,4
angry_186,angry,5
angry_1860,angry,1
angry_1861,angry,3
angry_1862,angry,4
angry_1863,angry,3
angry_1864,angry,3
angry_1865,angry,5
angry_1866,angry,5
angry_1867,angry,5
angry_1868,angry,1
angry_1869,angry,2
angry_187,angry,4
angry_1870,angry,1
angry_1871,angry,2
angry_1872,angry,4
angry_1873,angry,3
angry_1874,angry,1
angry_1875,angry,5
angry_1876,angry,1
angry_1877,angry,4
angry_1878,angry,5
angry_1879,angry,3
angry_188,angry,2
angry_1880,angry,3
angry_1881,angry,2
angry_1882,angry,4
angry_1883,angry,2
angry_1884,angry,2
angry_1885,angry,1
angry_1886,angry,5
angry_1887,angry,4
angry_1888,angry,1
angry_1889,angry,2
angry_189,angry,4
angry_1890,angry,5
angry_1891,angry,3
angry_1892,angry,4
angry_1893,angry,4
angry_1894,angry,3
angry_1895,angry,1
angry_1896,angry,4
angry_1897,angry,1
angry_1898,angry,2
angry_1899,angry,4
angry_190,angry,5
angry_1900,angry,5
angry_1901,angry,4
angry_1902,angry,5
angry_1903,angry,2
angry_1904,angry,5
angry_1905,angry,5
angry_1906,angry,3
angry_1907,angry,3
angry_1908,angry,3
angry_1909,angry,3
angry_191,angry,3
angry_1910,angry,5
angry_1911,angry,5
angry_1912,angry,2
angry_1913,angry,3
angry_1914,angry,1
angry_1915,angry,2
angry_1916,angry,2
angry_1917,angry,2
angry_1918,angry,1
angry_1919,angry,1
angry_192,angry,4
angry_1920,angry,5
angry_1921,angry,4
angry_1922,angry,1
angry_1923,angry,2
angry_1924,angry,5
angry_1925,angry,1
angry_1926,angry,4
angry_1927,angry,2
angry_1928,angry,1
angry_1929,angry,1
angry_193,angry,1
angry_1930,angry,2
angry_1931,angry,4
angry_1932,angry,1
angry_1933,angry,4
angry_1934,angry,1
angry_1935,angry,4
angry_1936,angry,4
angry_1937,angry,3
angry_1938,angry,3
angry_1939,angry,3
angry_194,angry,1
angry_1940,angry,1
angry_1941,angry,4
angry_1942,angry,4
angry_1943,angry,1
angry_1944,angry,2
angry_1945,angry,3
angry_1946,angry,5
angry_1947,angry,1
angry_1948,angry,2
angry_1949,angry,5
angry_195,angry,2
angry_1950,angry,5
angry_1951,angry,5
angry_1952,angry,1
angry_1953,angry,5
angry_1954,angry,1
angry_1955,angry,2
angry_1956,angry,3
angry_1957,angry,5
angry_1958,angry,3
angry_1959,angry,3
angry_196,angry,1
angry_1960,angry,2
angry_1961,angry,3
angry_1962,angry,2
angry_1963,angry,4
angry_1964,angry,2
angry_1965,angry,2
angry_1966,angry,1
angry_1967,angry,3
angry_1968,angry,2
angry_1969,angry,2
angry_197,angry,4
angry_1970,angry,2
angry_1971,angry,4
angry_1972,angry,1
angry_1973,angry,2
angry_1974,angry,1
angry_1975,angry,4
angry_1976,angry,4
angry_1977,angry,3
angry_1978,angry,5
angry_1979,angry,4
angry_198,angry,2
angry_1980,angry,3
angry_1981,angry,3
angry_1982,angry,3
angry_1983,angry,5
angry_1984,angry,3
angry_1985,angry,1
angry_1986,angry,3
angry_1987,angry,5
angry_1988,angry,5
angry_1989,angry,3
angry_199,angry,4
angry_1990,angry,1
angry_1991,angry,5
angry_1992,angry,5
angry_1993,angry,3
angry_1994,angry,3
angry_1995,angry,5
angry_1996,angry,2
angry_1997,angry,3
angry_1998,angry,1
angry_1999,angry,4
angry_200,angry,2
angry_2000,angry,1
angry_2001,angry,4
angry_2002,angry,1
angry_2003,angry,5
angry_2004,angry,4
angry_2005,angry,5
angry_2006,angry,5
angry_2007,angry,4
angry_2008,angry,4
angry_2009,angry,5
angry_201,angry,4
angry_2010,angry,2
angry_2011,angry,1
angry_2012,angry,5
angry_2013,angry,5
angry_2014,angry,1
angry_2015,angry,5
angry_2016,angry,3
angry_2017,angry,3
angry_2018,angry,5
angry_2019,angry,3
angry_202,angry,1
angry_2020,angry,2
angry_2021,angry,4
angry_2022,angry,5
angry_2023,angry,3
angry_2024,angry,4
angry_2025,angry,2
angry_2026,angry,2
angry_2027,angry,5
angry_2028,angry,3
angry_2029,angry,4
angry_203,angry,4
angry_2030,angry,1
angry_2031,angry,3
angry_2032,angry,5
angry_2033,angry,2
angry_2034,angry,2
angry_2035,angry,4
angry_2036,angry,3
angry_2037,angry,5
angry_2038,angry,2
angry_2039,angry,5
angry_204,angry,2
angry_2040,angry,2
angry_2041,angry,1
angry_2042,angry,4
angry_2043,angry,5
angry_2044,angry,3
angry_2045,angry,1
angry_2046,angry,2
angry_2047,angry,4
angry_2048,angry,1
angry_2049,angry,5
angry_205,angry,4
angry_2050,angry,2
angry_2051,angry,3
angry_2052,angry,3
angry_2053,angry,4
angry_2054,angry,4
angry_2055,angry,4
angry_2056,angry,1
angry_2057,angry,3
angry_2058,angry,4
angry_2059,angry,4
angry_206,angry,3
angry_2060,angry,3
angry_2061,angry,2
angry_2062,angry,3
angry_2063,angry,1
angry_2064,angry,1
angry_2065,angry,3
angry_2066,angry,5
angry_2067,angry,1
angry_2068,angry,3
angry_2069,angry,4
angry_207,angry,1
angry_2070,angry,2
angry_2071,angry,2
angry_2072,angry,4
angry_2073,angry,3
angry_2074,angry,3
angry_2075,angry,2
angry_2076,angry,5
angry_2077,angry,5
angry_2078,angry,1
angry_2079,angry,2
angry_208,angry,3
